chut;aroma;mleti;velikost;produkt;cena;kenya;guatemala;brasil;costarica;colombia;indonesia;resultTitle;resultDesc
0;2;espresso;250g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;2;espresso;500g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;2;espresso;1000g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;2;moka;250g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;2;moka;500g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;2;moka;1000g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;2;turek;250g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;2;turek;500g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;2;turek;1000g;;;98;2;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Guatemala Tres 2%
0;3;cela_zrna;250g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;cela_zrna;500g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;cela_zrna;1000g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;prekapavana;250g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;prekapavana;500g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;prekapavana;1000g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;french_press;250g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;french_press;500g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;french_press;1000g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;espresso;250g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;espresso;500g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;espresso;1000g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;moka;250g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;moka;500g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;moka;1000g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;turek;250g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;turek;500g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;3;turek;1000g;;;95;5;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 95%<br>Guatemala Tres 5%
0;4;cela_zrna;250g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;cela_zrna;500g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;cela_zrna;1000g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;prekapavana;250g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;prekapavana;500g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;prekapavana;1000g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;french_press;250g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;french_press;500g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;french_press;1000g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;espresso;250g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;espresso;500g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;espresso;1000g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;moka;250g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;moka;500g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;moka;1000g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;turek;250g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;turek;500g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;4;turek;1000g;;;89;11;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 89%<br>Guatemala Tres 11%
0;5;cela_zrna;250g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;cela_zrna;500g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;cela_zrna;1000g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;prekapavana;250g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;prekapavana;500g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;prekapavana;1000g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;french_press;250g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;french_press;500g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;french_press;1000g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;espresso;250g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;espresso;500g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;espresso;1000g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;moka;250g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;moka;500g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;moka;1000g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;turek;250g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;turek;500g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;5;turek;1000g;;;81;19;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 81%<br>Guatemala Tres 19%
0;6;cela_zrna;250g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;cela_zrna;500g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;cela_zrna;1000g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;prekapavana;250g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;prekapavana;500g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;prekapavana;1000g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;french_press;250g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;french_press;500g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;french_press;1000g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;espresso;250g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;espresso;500g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;espresso;1000g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;moka;250g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;moka;500g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;moka;1000g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;turek;250g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;turek;500g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;6;turek;1000g;;;64;36;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 36%
0;7;cela_zrna;250g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;cela_zrna;500g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;cela_zrna;1000g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;prekapavana;250g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;prekapavana;500g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;prekapavana;1000g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;french_press;250g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;french_press;500g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;french_press;1000g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;espresso;250g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;espresso;500g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;espresso;1000g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;moka;250g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;moka;500g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;moka;1000g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;turek;250g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;turek;500g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;7;turek;1000g;;;54;46;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 54%<br>Guatemala Tres 46%
0;8;cela_zrna;250g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;cela_zrna;500g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;cela_zrna;1000g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;prekapavana;250g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;prekapavana;500g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;prekapavana;1000g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;french_press;250g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;french_press;500g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;french_press;1000g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;espresso;250g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;espresso;500g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;espresso;1000g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;moka;250g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;moka;500g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;moka;1000g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;turek;250g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;turek;500g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;8;turek;1000g;;;49;51;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 49%<br>Guatemala Tres 51%
0;9;cela_zrna;250g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;cela_zrna;500g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;cela_zrna;1000g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;prekapavana;250g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;prekapavana;500g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;prekapavana;1000g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;french_press;250g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;french_press;500g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;french_press;1000g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;espresso;250g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;espresso;500g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;espresso;1000g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;moka;250g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;moka;500g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;moka;1000g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;turek;250g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;turek;500g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;9;turek;1000g;;;48;52;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 48%<br>Guatemala Tres 52%
0;10;cela_zrna;250g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;cela_zrna;500g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;cela_zrna;1000g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;prekapavana;250g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;prekapavana;500g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;prekapavana;1000g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;french_press;250g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;french_press;500g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;french_press;1000g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;espresso;250g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;espresso;500g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;espresso;1000g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;moka;250g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;moka;500g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;moka;1000g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;turek;250g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;turek;500g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
0;10;turek;1000g;;;46;54;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 54%
1;0;cela_zrna;250g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;cela_zrna;500g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;cela_zrna;1000g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;prekapavana;250g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;prekapavana;500g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;prekapavana;1000g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;french_press;250g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;french_press;500g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;french_press;1000g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;espresso;250g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;espresso;500g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;espresso;1000g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;moka;250g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;moka;500g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;moka;1000g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;turek;250g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;turek;500g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;0;turek;1000g;;;98;0;2;0;0;0;Směs kávy<br>100% Arabica;Kenya 98%<br>Brazil Facenda Lagoa 2%
1;1;cela_zrna;250g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;cela_zrna;500g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;cela_zrna;1000g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;prekapavana;250g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;prekapavana;500g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;prekapavana;1000g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;french_press;250g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;french_press;500g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;french_press;1000g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;espresso;250g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;espresso;500g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;espresso;1000g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;moka;250g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;moka;500g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;moka;1000g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;turek;250g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;turek;500g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;1;turek;1000g;;;96;3;1;0;0;0;Směs kávy<br>100% Arabica;Kenya 96%<br>Guatemala Tres 3%<br>Brazil Facenda Lagoa 1%
1;2;cela_zrna;250g;;;93;7;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 93%<br>Guatemala Tres 7%
